ID,BedrijfskenmerkenSBI2008,Perioden,Ziekteverzuimpercentage_1
2360,371600 ,2020KW01,4.9
2361,371600 ,2020KW02,4.4
2362,371600 ,2020KW03,4.2
2363,371600 ,2020KW04,4.8
2364,371600 ,2020JJ00,4.6
2365,371600 ,2021KW01,5.0
2366,371600 ,2021KW02,4.5
2367,371600 ,2021KW03,4.3
2368,371600 ,2021KW04,4.9
2369,371600 ,2021JJ00,4.6
2370,371600 ,2022KW01,6.2
2371,371600 ,2022KW02,5.2
2372,371600 ,2022KW03,4.4
2373,371600 ,2022KW04,4.9
2374,371600 ,2022JJ00,5.2
2375,371600 ,2023KW01,5.2
2376,371600 ,2023KW02,4.8
2377,371600 ,2023KW03,4.2
2378,371600 ,2023KW04,4.9
2379,371600 ,2023JJ00,4.8
2380,383100 ,1996KW01,5.9
2381,383100 ,1996KW02,4.9
2382,383100 ,1996KW03,4.5
2383,383100 ,1996KW04,5.1
2384,383100 ,1996JJ00,5.1
2385,383100 ,1997KW01,5.4
2386,383100 ,1997KW02,4.8
2387,383100 ,1997KW03,4.5
2388,383100 ,1997KW04,5.5
2389,383100 ,1997JJ00,5.0
2390,383100 ,1998KW01,5.7
2391,383100 ,1998KW02,5.3
2392,383100 ,1998KW03,4.9
2393,383100 ,1998KW04,6.1
2394,383100 ,1998JJ00,5.5
2395,383100 ,1999KW01,6.4
2396,383100 ,1999KW02,5.4
2397,383100 ,1999KW03,5.4
2398,383100 ,1999KW04,5.8
2399,383100 ,1999JJ00,5.8
2400,383100 ,2000KW01,5.9
2401,383100 ,2000KW02,5.1
2402,383100 ,2000KW03,5.3
2403,383100 ,2000KW04,5.6
2404,383100 ,2000JJ00,5.5
2405,383100 ,2001KW01,5.7
2406,383100 ,2001KW02,5.2
2407,383100 ,2001KW03,5.0
2408,383100 ,2001KW04,5.8
2409,383100 ,2001JJ00,5.4
2410,383100 ,2002KW01,6.1
2411,383100 ,2002KW02,5.6
2412,383100 ,2002KW03,5.1
2413,383100 ,2002KW04,5.5
2414,383100 ,2002JJ00,5.6
2415,383100 ,2003KW01,5.4
2416,383100 ,2003KW02,4.7
2417,383100 ,2003KW03,4.2
2418,383100 ,2003KW04,4.9
2419,383100 ,2003JJ00,4.8
2420,383100 ,2004KW01,5.1
2421,383100 ,2004KW02,4.3
2422,383100 ,2004KW03,4.1
2423,383100 ,2004KW04,4.8
2424,383100 ,2004JJ00,4.6
2425,383100 ,2005KW01,5.4
2426,383100 ,2005KW02,4.6
2427,383100 ,2005KW03,4.4
2428,383100 ,2005KW04,5.1
2429,383100 ,2005JJ00,4.9
2430,383100 ,2006KW01,5.1
2431,383100 ,2006KW02,4.4
2432,383100 ,2006KW03,4.2
2433,383100 ,2006KW04,4.8
2434,383100 ,2006JJ00,4.6
2435,383100 ,2007KW01,5.3
2436,383100 ,2007KW02,4.6
2437,383100 ,2007KW03,4.4
2438,383100 ,2007KW04,5.0
2439,383100 ,2007JJ00,4.8
2440,383100 ,2008KW01,5.0
2441,383100 ,2008KW02,4.4
2442,383100 ,2008KW03,4.2
2443,383100 ,2008KW04,4.5
2444,383100 ,2008JJ00,4.5
2445,383100 ,2009KW01,4.7
2446,383100 ,2009KW02,4.1
2447,383100 ,2009KW03,4.0
2448,383100 ,2009KW04,4.4
2449,383100 ,2009JJ00,4.3
2450,383100 ,2010KW01,4.9
2451,383100 ,2010KW02,4.6
2452,383100 ,2010KW03,4.4
2453,383100 ,2010KW04,4.9
2454,383100 ,2010JJ00,4.7
2455,383100 ,2011KW01,4.9
2456,383100 ,2011KW02,4.3
2457,383100 ,2011KW03,4.3
2458,383100 ,2011KW04,4.5
2459,383100 ,2011JJ00,4.5
2460,383100 ,2012KW01,4.5
2461,383100 ,2012KW02,4.2
2462,383100 ,2012KW03,3.7
2463,383100 ,2012KW04,4.4
2464,383100 ,2012JJ00,4.2
2465,383100 ,2013KW01,4.7
2466,383100 ,2013KW02,4.4
2467,383100 ,2013KW03,4.0
2468,383100 ,2013KW04,4.4
2469,383100 ,2013JJ00,4.4
2470,383100 ,2014KW01,4.5
2471,383100 ,2014KW02,4.3
2472,383100 ,2014KW03,4.1
2473,383100 ,2014KW04,4.5
2474,383100 ,2014JJ00,4.4
2475,383100 ,2015KW01,4.8
2476,383100 ,2015KW02,4.2
2477,383100 ,2015KW03,4.1
2478,383100 ,2015KW04,4.4
2479,383100 ,2015JJ00,4.4
2480,383100 ,2016KW01,4.9
2481,383100 ,2016KW02,4.3
2482,383100 ,2016KW03,4.1
2483,383100 ,2016KW04,4.8
2484,383100 ,2016JJ00,4.5
2485,383100 ,2017KW01,4.8
2486,383100 ,2017KW02,4.4
2487,383100 ,2017KW03,4.6
2488,383100 ,2017KW04,5.0
2489,383100 ,2017JJ00,4.7
2490,383100 ,2018KW01,5.9
2491,383100 ,2018KW02,4.7
2492,383100 ,2018KW03,4.6
2493,383100 ,2018KW04,5.1
2494,383100 ,2018JJ00,5.1
2495,383100 ,2019KW01,5.5
2496,383100 ,2019KW02,4.9
2497,383100 ,2019KW03,4.6
2498,383100 ,2019KW04,5.2
2499,383100 ,2019JJ00,5.1
2500,383100 ,2020KW01,5.6
2501,383100 ,2020KW02,5.1
2502,383100 ,2020KW03,4.7
2503,383100 ,2020KW04,5.3
2504,383100 ,2020JJ00,5.2
2505,383100 ,2021KW01,5.7
2506,383100 ,2021KW02,5.5
2507,383100 ,2021KW03,5.4
2508,383100 ,2021KW04,6.2
2509,383100 ,2021JJ00,5.7
2510,383100 ,2022KW01,7.1
2511,383100 ,2022KW02,6.2
2512,383100 ,2022KW03,5.8
2513,383100 ,2022KW04,6.5
2514,383100 ,2022JJ00,6.4
2515,383100 ,2023KW01,6.8
2516,383100 ,2023KW02,6.1
2517,383100 ,2023KW03,6.0
2518,383100 ,2023KW04,6.6
2519,383100 ,2023JJ00,6.3
2520,383200 ,1996KW01,6.0
2521,383200 ,1996KW02,4.9
2522,383200 ,1996KW03,4.6
2523,383200 ,1996KW04,5.4
2524,383200 ,1996JJ00,5.2
2525,383200 ,1997KW01,5.7
2526,383200 ,1997KW02,4.8
2527,383200 ,1997KW03,4.4
2528,383200 ,1997KW04,5.4
2529,383200 ,1997JJ00,5.1
2530,383200 ,1998KW01,5.1
2531,383200 ,1998KW02,4.8
2532,383200 ,1998KW03,4.2
2533,383200 ,1998KW04,5.6
2534,383200 ,1998JJ00,4.9
2535,383200 ,1999KW01,5.8
2536,383200 ,1999KW02,5.3
2537,383200 ,1999KW03,5.0
2538,383200 ,1999KW04,5.1
2539,383200 ,1999JJ00,5.3
2540,383200 ,2000KW01,5.4
2541,383200 ,2000KW02,4.7
2542,383200 ,2000KW03,5.0
2543,383200 ,2000KW04,4.9
2544,383200 ,2000JJ00,5.0
2545,383200 ,2001KW01,5.1
2546,383200 ,2001KW02,4.7
2547,383200 ,2001KW03,4.3
2548,383200 ,2001KW04,4.9
2549,383200 ,2001JJ00,4.8
2550,383200 ,2002KW01,5.4
2551,383200 ,2002KW02,5.7
2552,383200 ,2002KW03,4.6
2553,383200 ,2002KW04,5.4
2554,383200 ,2002JJ00,5.3
2555,383200 ,2003KW01,5.0
2556,383200 ,2003KW02,4.5
2557,383200 ,2003KW03,4.2
2558,383200 ,2003KW04,5.1
2559,383200 ,2003JJ00,4.7
2560,383200 ,2004KW01,5.0
2561,383200 ,2004KW02,4.4
2562,383200 ,2004KW03,4.0
2563,383200 ,2004KW04,4.7
2564,383200 ,2004JJ00,4.5
2565,383200 ,2005KW01,5.1
2566,383200 ,2005KW02,4.6
2567,383200 ,2005KW03,4.2
2568,383200 ,2005KW04,4.9
2569,383200 ,2005JJ00,4.7
2570,383200 ,2006KW01,4.9
2571,383200 ,2006KW02,4.4
2572,383200 ,2006KW03,4.0
2573,383200 ,2006KW04,4.7
2574,383200 ,2006JJ00,4.5
2575,383200 ,2007KW01,5.0
2576,383200 ,2007KW02,4.5
2577,383200 ,2007KW03,4.1
2578,383200 ,2007KW04,4.8
2579,383200 ,2007JJ00,4.6
2580,383200 ,2008KW01,4.7
2581,383200 ,2008KW02,4.1
2582,383200 ,2008KW03,3.9
2583,383200 ,2008KW04,4.2
2584,383200 ,2008JJ00,4.2
2585,383200 ,2009KW01,4.6
2586,383200 ,2009KW02,4.3
2587,383200 ,2009KW03,3.9
2588,383200 ,2009KW04,4.3
2589,383200 ,2009JJ00,4.3
2590,383200 ,2010KW01,5.0
2591,383200 ,2010KW02,4.7
2592,383200 ,2010KW03,4.3
2593,383200 ,2010KW04,4.7
2594,383200 ,2010JJ00,4.7
2595,383200 ,2011KW01,4.9
2596,383200 ,2011KW02,4.2
2597,383200 ,2011KW03,4.2
2598,383200 ,2011KW04,4.4
2599,383200 ,2011JJ00,4.4
2600,383200 ,2012KW01,4.4
2601,383200 ,2012KW02,4.0
2602,383200 ,2012KW03,3.9
2603,383200 ,2012KW04,4.2
2604,383200 ,2012JJ00,4.1
2605,383200 ,2013KW01,4.6
2606,383200 ,2013KW02,4.4
2607,383200 ,2013KW03,3.8
2608,383200 ,2013KW04,4.2
2609,383200 ,2013JJ00,4.2
2610,383200 ,2014KW01,4.4
2611,383200 ,2014KW02,4.2
2612,383200 ,2014KW03,3.7
2613,383200 ,2014KW04,4.4
2614,383200 ,2014JJ00,4.2
2615,383200 ,2015KW01,4.8
2616,383200 ,2015KW02,4.2
2617,383200 ,2015KW03,3.9
2618,383200 ,2015KW04,4.4
2619,383200 ,2015JJ00,4.3
2620,383200 ,2016KW01,5.0
2621,383200 ,2016KW02,4.2
2622,383200 ,2016KW03,4.1
2623,383200 ,2016KW04,4.6
2624,383200 ,2016JJ00,4.5
2625,383200 ,2017KW01,4.8
2626,383200 ,2017KW02,4.5
2627,383200 ,2017KW03,4.3
2628,383200 ,2017KW04,5.0
2629,383200 ,2017JJ00,4.7
2630,383200 ,2018KW01,5.7
2631,383200 ,2018KW02,4.8
2632,383200 ,2018KW03,4.6
2633,383200 ,2018KW04,4.9
2634,383200 ,2018JJ00,5.0
2635,383200 ,2019KW01,5.4
2636,383200 ,2019KW02,5.0
2637,383200 ,2019KW03,4.6
2638,383200 ,2019KW04,5.1
2639,383200 ,2019JJ00,5.0
2640,383200 ,2020KW01,5.5
2641,383200 ,2020KW02,5.1
2642,383200 ,2020KW03,5.0
2643,383200 ,2020KW04,5.4
2644,383200 ,2020JJ00,5.3
2645,383200 ,2021KW01,5.8
2646,383200 ,2021KW02,5.7
2647,383200 ,2021KW03,5.7
2648,383200 ,2021KW04,6.4
2649,383200 ,2021JJ00,5.9
2650,383200 ,2022KW01,7.0
2651,383200 ,2022KW02,6.6
2652,383200 ,2022KW03,5.9
2653,383200 ,2022KW04,6.4
2654,383200 ,2022JJ00,6.5
2655,383200 ,2023KW01,7.0
2656,383200 ,2023KW02,6.3
2657,383200 ,2023KW03,6.4
2658,383200 ,2023KW04,6.7
2659,383200 ,2023JJ00,6.6
2660,389100 ,1996KW01,4.0
2661,389100 ,1996KW02,3.3
2662,389100 ,1996KW03,2.8
2663,389100 ,1996KW04,2.8
2664,389100 ,1996JJ00,3.2
2665,389100 ,1997KW01,2.7
2666,389100 ,1997KW02,2.9
2667,389100 ,1997KW03,2.4
2668,389100 ,1997KW04,2.8
2669,389100 ,1997JJ00,2.7
2670,389100 ,1998KW01,2.8
2671,389100 ,1998KW02,2.6
2672,389100 ,1998KW03,2.6
2673,389100 ,1998KW04,3.0
2674,389100 ,1998JJ00,2.7
2675,389100 ,1999KW01,3.8
2676,389100 ,1999KW02,3.2
2677,389100 ,1999KW03,2.9
2678,389100 ,1999KW04,3.3
2679,389100 ,1999JJ00,3.3
2680,389100 ,2000KW01,3.9
2681,389100 ,2000KW02,3.5
2682,389100 ,2000KW03,4.3
2683,389100 ,2000KW04,3.4
2684,389100 ,2000JJ00,3.8
2685,389100 ,2001KW01,3.5
2686,389100 ,2001KW02,3.7
2687,389100 ,2001KW03,3.8
2688,389100 ,2001KW04,3.5
2689,389100 ,2001JJ00,3.6
2690,389100 ,2002KW01,3.2
2691,389100 ,2002KW02,3.4
2692,389100 ,2002KW03,2.9
2693,389100 ,2002KW04,3.3
2694,389100 ,2002JJ00,3.2
2695,389100 ,2003KW01,
2696,389100 ,2003KW02,
2697,389100 ,2003KW03,
2698,389100 ,2003KW04,
2699,389100 ,2003JJ00,
2700,389100 ,2004KW01,
2701,389100 ,2004KW02,
2702,389100 ,2004KW03,
2703,389100 ,2004KW04,
2704,389100 ,2004JJ00,
2705,389100 ,2005KW01,
2706,389100 ,2005KW02,
2707,389100 ,2005KW03,
2708,389100 ,2005KW04,
2709,389100 ,2005JJ00,
2710,389100 ,2006KW01,2.6
2711,389100 ,2006KW02,2.4
2712,389100 ,2006KW03,2.3
2713,389100 ,2006KW04,2.4
2714,389100 ,2006JJ00,2.4
2715,389100 ,2007KW01,2.8
2716,389100 ,2007KW02,2.6
2717,389100 ,2007KW03,2.5
2718,389100 ,2007KW04,2.6
2719,389100 ,2007JJ00,2.6
2720,389100 ,2008KW01,2.8
2721,389100 ,2008KW02,2.4
2722,389100 ,2008KW03,2.4
2723,389100 ,2008KW04,2.4
2724,389100 ,2008JJ00,2.5
2725,389100 ,2009KW01,2.3
2726,389100 ,2009KW02,2.0
2727,389100 ,2009KW03,1.9
2728,389100 ,2009KW04,2.1
2729,389100 ,2009JJ00,2.1
2730,389100 ,2010KW01,2.2
2731,389100 ,2010KW02,2.1
2732,389100 ,2010KW03,2.3
2733,389100 ,2010KW04,2.4
2734,389100 ,2010JJ00,2.3
2735,389100 ,2011KW01,2.5
2736,389100 ,2011KW02,2.5
2737,389100 ,2011KW03,2.3
2738,389100 ,2011KW04,2.2
2739,389100 ,2011JJ00,2.4
2740,389100 ,2012KW01,2.5
2741,389100 ,2012KW02,2.3
2742,389100 ,2012KW03,2.0
2743,389100 ,2012KW04,2.3
2744,389100 ,2012JJ00,2.3
2745,389100 ,2013KW01,2.5
2746,389100 ,2013KW02,2.0
2747,389100 ,2013KW03,2.1
2748,389100 ,2013KW04,2.1
2749,389100 ,2013JJ00,2.2
2750,389100 ,2014KW01,2.1
2751,389100 ,2014KW02,2.0
2752,389100 ,2014KW03,2.0
2753,389100 ,2014KW04,2.2
2754,389100 ,2014JJ00,2.1
2755,389100 ,2015KW01,2.1
2756,389100 ,2015KW02,2.1
2757,389100 ,2015KW03,2.0
2758,389100 ,2015KW04,2.0
2759,389100 ,2015JJ00,2.0
2760,389100 ,2016KW01,2.2
2761,389100 ,2016KW02,2.1
2762,389100 ,2016KW03,2.0
2763,389100 ,2016KW04,2.3
2764,389100 ,2016JJ00,2.2
2765,389100 ,2017KW01,2.3
2766,389100 ,2017KW02,2.2
2767,389100 ,2017KW03,2.2
2768,389100 ,2017KW04,2.3
2769,389100 ,2017JJ00,2.2
2770,389100 ,2018KW01,2.3
2771,389100 ,2018KW02,2.3
2772,389100 ,2018KW03,2.3
2773,389100 ,2018KW04,2.2
2774,389100 ,2018JJ00,2.3
2775,389100 ,2019KW01,2.7
2776,389100 ,2019KW02,2.6
2777,389100 ,2019KW03,2.6
2778,389100 ,2019KW04,2.8
2779,389100 ,2019JJ00,2.7
2780,389100 ,2020KW01,3.0
2781,389100 ,2020KW02,3.0
2782,389100 ,2020KW03,4.1
2783,389100 ,2020KW04,4.3
2784,389100 ,2020JJ00,3.7
2785,389100 ,2021KW01,3.9
2786,389100 ,2021KW02,3.4
2787,389100 ,2021KW03,4.1
2788,389100 ,2021KW04,4.5
2789,389100 ,2021JJ00,4.0
2790,389100 ,2022KW01,6.0
2791,389100 ,2022KW02,4.3
2792,389100 ,2022KW03,4.1
2793,389100 ,2022KW04,4.3
2794,389100 ,2022JJ00,4.7
2795,389100 ,2023KW01,4.3
2796,389100 ,2023KW02,3.9
2797,389100 ,2023KW03,3.6
2798,389100 ,2023KW04,3.9
2799,389100 ,2023JJ00,3.9
2800,391600 ,1996KW01,4.4
2801,391600 ,1996KW02,3.5
2802,391600 ,1996KW03,2.8
2803,391600 ,1996KW04,3.7
2804,391600 ,1996JJ00,3.6
2805,391600 ,1997KW01,3.7
2806,391600 ,1997KW02,3.4
2807,391600 ,1997KW03,3.3
2808,391600 ,1997KW04,4.2
2809,391600 ,1997JJ00,3.6
2810,391600 ,1998KW01,4.2
2811,391600 ,1998KW02,3.9
2812,391600 ,1998KW03,3.5
2813,391600 ,1998KW04,4.6
2814,391600 ,1998JJ00,4.1
2815,391600 ,1999KW01,5.0
2816,391600 ,1999KW02,4.3
2817,391600 ,1999KW03,4.0
2818,391600 ,1999KW04,4.5
2819,391600 ,1999JJ00,4.4
2820,391600 ,2000KW01,4.8
2821,391600 ,2000KW02,4.4
2822,391600 ,2000KW03,4.5
2823,391600 ,2000KW04,4.9
2824,391600 ,2000JJ00,4.7
2825,391600 ,2001KW01,5.0
2826,391600 ,2001KW02,4.9
2827,391600 ,2001KW03,4.5
2828,391600 ,2001KW04,5.0
2829,391600 ,2001JJ00,4.9
2830,391600 ,2002KW01,5.1
2831,391600 ,2002KW02,4.8
2832,391600 ,2002KW03,4.1
2833,391600 ,2002KW04,5.0
2834,391600 ,2002JJ00,4.7
2835,391600 ,2003KW01,4.5
2836,391600 ,2003KW02,4.0
2837,391600 ,2003KW03,3.7
2838,391600 ,2003KW04,3.9
2839,391600 ,2003JJ00,4.0
2840,391600 ,2004KW01,
2841,391600 ,2004KW02,
2842,391600 ,2004KW03,
2843,391600 ,2004KW04,
2844,391600 ,2004JJ00,
2845,391600 ,2005KW01,
2846,391600 ,2005KW02,
2847,391600 ,2005KW03,
2848,391600 ,2005KW04,
2849,391600 ,2005JJ00,
2850,391600 ,2006KW01,
2851,391600 ,2006KW02,
2852,391600 ,2006KW03,
2853,391600 ,2006KW04,
2854,391600 ,2006JJ00,
2855,391600 ,2007KW01,
2856,391600 ,2007KW02,
2857,391600 ,2007KW03,
2858,391600 ,2007KW04,
2859,391600 ,2007JJ00,
2860,391600 ,2008KW01,4.0
2861,391600 ,2008KW02,3.2
2862,391600 ,2008KW03,3.0
2863,391600 ,2008KW04,3.5
2864,391600 ,2008JJ00,3.5
2865,391600 ,2009KW01,3.7
2866,391600 ,2009KW02,3.2
2867,391600 ,2009KW03,3.0
2868,391600 ,2009KW04,3.6
2869,391600 ,2009JJ00,3.4
2870,391600 ,2010KW01,3.7
2871,391600 ,2010KW02,3.3
2872,391600 ,2010KW03,3.2
2873,391600 ,2010KW04,3.8
2874,391600 ,2010JJ00,3.5
2875,391600 ,2011KW01,3.7
2876,391600 ,2011KW02,3.3
2877,391600 ,2011KW03,2.9
2878,391600 ,2011KW04,3.4
2879,391600 ,2011JJ00,3.4
2880,391600 ,2012KW01,3.4
2881,391600 ,2012KW02,3.0
2882,391600 ,2012KW03,2.9
2883,391600 ,2012KW04,3.3
2884,391600 ,2012JJ00,3.1
2885,391600 ,2013KW01,3.6
2886,391600 ,2013KW02,2.9
2887,391600 ,2013KW03,2.6
2888,391600 ,2013KW04,2.8
2889,391600 ,2013JJ00,3.0
2890,391600 ,2014KW01,2.9
2891,391600 ,2014KW02,2.6
2892,391600 ,2014KW03,2.6
2893,391600 ,2014KW04,3.0
2894,391600 ,2014JJ00,2.8
2895,391600 ,2015KW01,3.3
2896,391600 ,2015KW02,2.8
2897,391600 ,2015KW03,2.4
2898,391600 ,2015KW04,2.8
2899,391600 ,2015JJ00,2.8
2900,391600 ,2016KW01,3.3
2901,391600 ,2016KW02,2.6
2902,391600 ,2016KW03,2.5
2903,391600 ,2016KW04,2.9
2904,391600 ,2016JJ00,2.8
2905,391600 ,2017KW01,2.9
2906,391600 ,2017KW02,2.7
2907,391600 ,2017KW03,2.5
2908,391600 ,2017KW04,3.2
2909,391600 ,2017JJ00,2.8
2910,391600 ,2018KW01,3.5
2911,391600 ,2018KW02,2.7
2912,391600 ,2018KW03,2.7
2913,391600 ,2018KW04,2.9
2914,391600 ,2018JJ00,2.9
2915,391600 ,2019KW01,3.3
2916,391600 ,2019KW02,3.1
2917,391600 ,2019KW03,3.0
2918,391600 ,2019KW04,3.5
2919,391600 ,2019JJ00,3.2
2920,391600 ,2020KW01,3.7
2921,391600 ,2020KW02,2.8
2922,391600 ,2020KW03,2.8
2923,391600 ,2020KW04,3.2
2924,391600 ,2020JJ00,3.2
2925,391600 ,2021KW01,3.2
2926,391600 ,2021KW02,3.3
2927,391600 ,2021KW03,3.2
2928,391600 ,2021KW04,3.6
2929,391600 ,2021JJ00,3.3
2930,391600 ,2022KW01,4.2
2931,391600 ,2022KW02,3.8
2932,391600 ,2022KW03,3.7
2933,391600 ,2022KW04,3.8
2934,391600 ,2022JJ00,3.9
2935,391600 ,2023KW01,4.2
2936,391600 ,2023KW02,3.7
2937,391600 ,2023KW03,3.7
2938,391600 ,2023KW04,4.1
2939,391600 ,2023JJ00,3.9
2940,396300 ,1996KW01,4.9
2941,396300 ,1996KW02,3.6
2942,396300 ,1996KW03,3.5
2943,396300 ,1996KW04,4.2
2944,396300 ,1996JJ00,4.0
2945,396300 ,1997KW01,4.3
2946,396300 ,1997KW02,3.2
2947,396300 ,1997KW03,3.2
2948,396300 ,1997KW04,4.4
2949,396300 ,1997JJ00,3.8
2950,396300 ,1998KW01,4.5
2951,396300 ,1998KW02,4.4
2952,396300 ,1998KW03,3.6
2953,396300 ,1998KW04,4.9
2954,396300 ,1998JJ00,4.3
2955,396300 ,1999KW01,4.9
2956,396300 ,1999KW02,4.3
2957,396300 ,1999KW03,4.1
2958,396300 ,1999KW04,4.6
2959,396300 ,1999JJ00,4.5
2960,396300 ,2000KW01,5.4
2961,396300 ,2000KW02,4.8
2962,396300 ,2000KW03,4.7
2963,396300 ,2000KW04,5.0
2964,396300 ,2000JJ00,5.0
2965,396300 ,2001KW01,5.7
2966,396300 ,2001KW02,4.8
2967,396300 ,2001KW03,4.5
2968,396300 ,2001KW04,4.7
2969,396300 ,2001JJ00,4.9
2970,396300 ,2002KW01,5.5
2971,396300 ,2002KW02,4.6
2972,396300 ,2002KW03,4.0
2973,396300 ,2002KW04,4.6
2974,396300 ,2002JJ00,4.7
2975,396300 ,2003KW01,5.1
2976,396300 ,2003KW02,3.8
2977,396300 ,2003KW03,3.6
2978,396300 ,2003KW04,4.4
2979,396300 ,2003JJ00,4.2
2980,396300 ,2004KW01,4.4
2981,396300 ,2004KW02,3.6
2982,396300 ,2004KW03,3.3
2983,396300 ,2004KW04,3.9
2984,396300 ,2004JJ00,3.8
2985,396300 ,2005KW01,4.2
2986,396300 ,2005KW02,3.3
2987,396300 ,2005KW03,3.0
2988,396300 ,2005KW04,3.7
2989,396300 ,2005JJ00,3.5
2990,396300 ,2006KW01,3.4
2991,396300 ,2006KW02,2.5
2992,396300 ,2006KW03,2.3
2993,396300 ,2006KW04,3.0
2994,396300 ,2006JJ00,2.8
2995,396300 ,2007KW01,3.3
2996,396300 ,2007KW02,2.4
2997,396300 ,2007KW03,2.2
2998,396300 ,2007KW04,2.9
2999,396300 ,2007JJ00,2.7
3000,396300 ,2008KW01,3.4
3001,396300 ,2008KW02,2.7
3002,396300 ,2008KW03,2.5
3003,396300 ,2008KW04,2.9
3004,396300 ,2008JJ00,2.9
3005,396300 ,2009KW01,3.2
3006,396300 ,2009KW02,2.5
3007,396300 ,2009KW03,2.4
3008,396300 ,2009KW04,3.2
3009,396300 ,2009JJ00,2.8
3010,396300 ,2010KW01,3.6
3011,396300 ,2010KW02,3.0
3012,396300 ,2010KW03,2.8
3013,396300 ,2010KW04,3.5
3014,396300 ,2010JJ00,3.2
3015,396300 ,2011KW01,3.6
3016,396300 ,2011KW02,3.2
3017,396300 ,2011KW03,3.0
3018,396300 ,2011KW04,3.5
3019,396300 ,2011JJ00,3.3
3020,396300 ,2012KW01,3.5
3021,396300 ,2012KW02,3.1
3022,396300 ,2012KW03,2.8
3023,396300 ,2012KW04,3.2
3024,396300 ,2012JJ00,3.1
3025,396300 ,2013KW01,3.6
3026,396300 ,2013KW02,2.7
3027,396300 ,2013KW03,2.5
3028,396300 ,2013KW04,2.9
3029,396300 ,2013JJ00,2.9
3030,396300 ,2014KW01,3.0
3031,396300 ,2014KW02,2.9
3032,396300 ,2014KW03,2.7
3033,396300 ,2014KW04,3.2
3034,396300 ,2014JJ00,2.9
3035,396300 ,2015KW01,3.4
3036,396300 ,2015KW02,2.6
3037,396300 ,2015KW03,2.5
3038,396300 ,2015KW04,2.9
3039,396300 ,2015JJ00,2.9
3040,396300 ,2016KW01,3.4
3041,396300 ,2016KW02,2.7
3042,396300 ,2016KW03,2.8
3043,396300 ,2016KW04,3.1
3044,396300 ,2016JJ00,3.0
3045,396300 ,2017KW01,3.4
3046,396300 ,2017KW02,2.7
3047,396300 ,2017KW03,2.5
3048,396300 ,2017KW04,3.3
3049,396300 ,2017JJ00,3.0
3050,396300 ,2018KW01,3.3
3051,396300 ,2018KW02,2.6
3052,396300 ,2018KW03,2.5
3053,396300 ,2018KW04,2.9
3054,396300 ,2018JJ00,2.8
3055,396300 ,2019KW01,2.8
3056,396300 ,2019KW02,2.7
3057,396300 ,2019KW03,2.5
3058,396300 ,2019KW04,2.8
3059,396300 ,2019JJ00,2.7
3060,396300 ,2020KW01,2.9
3061,396300 ,2020KW02,2.5
3062,396300 ,2020KW03,2.6
3063,396300 ,2020KW04,2.8
3064,396300 ,2020JJ00,2.7
3065,396300 ,2021KW01,2.8
3066,396300 ,2021KW02,2.7
3067,396300 ,2021KW03,2.8
3068,396300 ,2021KW04,3.0
3069,396300 ,2021JJ00,2.8
3070,396300 ,2022KW01,3.4
3071,396300 ,2022KW02,3.1
3072,396300 ,2022KW03,3.0
3073,396300 ,2022KW04,3.4
3074,396300 ,2022JJ00,3.2
3075,396300 ,2023KW01,3.4
3076,396300 ,2023KW02,3.1
3077,396300 ,2023KW03,3.1
3078,396300 ,2023KW04,3.3
3079,396300 ,2023JJ00,3.3
3080,402000 ,1996KW01,5.4
3081,402000 ,1996KW02,3.9
3082,402000 ,1996KW03,4.1
3083,402000 ,1996KW04,5.5
3084,402000 ,1996JJ00,4.7
3085,402000 ,1997KW01,3.9
3086,402000 ,1997KW02,3.1
3087,402000 ,1997KW03,3.1
3088,402000 ,1997KW04,3.8
3089,402000 ,1997JJ00,3.5
3090,402000 ,1998KW01,3.9
3091,402000 ,1998KW02,3.4
3092,402000 ,1998KW03,3.1
3093,402000 ,1998KW04,3.9
3094,402000 ,1998JJ00,3.6
3095,402000 ,1999KW01,4.2
3096,402000 ,1999KW02,4.1
3097,402000 ,1999KW03,4.3
3098,402000 ,1999KW04,4.7
3099,402000 ,1999JJ00,4.3
3100,402000 ,2000KW01,5.0
3101,402000 ,2000KW02,4.4
3102,402000 ,2000KW03,4.1
3103,402000 ,2000KW04,4.4
3104,402000 ,2000JJ00,4.5
3105,402000 ,2001KW01,4.6
3106,402000 ,2001KW02,4.6
3107,402000 ,2001KW03,4.4
3108,402000 ,2001KW04,4.6
3109,402000 ,2001JJ00,4.6
3110,402000 ,2002KW01,4.8
3111,402000 ,2002KW02,4.2
3112,402000 ,2002KW03,4.3
3113,402000 ,2002KW04,4.5
3114,402000 ,2002JJ00,4.4
3115,402000 ,2003KW01,4.6
3116,402000 ,2003KW02,3.8
3117,402000 ,2003KW03,3.4
3118,402000 ,2003KW04,3.9
3119,402000 ,2003JJ00,3.9
3120,402000 ,2004KW01,
3121,402000 ,2004KW02,
3122,402000 ,2004KW03,
3123,402000 ,2004KW04,
3124,402000 ,2004JJ00,
3125,402000 ,2005KW01,
3126,402000 ,2005KW02,
3127,402000 ,2005KW03,
3128,402000 ,2005KW04,
3129,402000 ,2005JJ00,
3130,402000 ,2006KW01,
3131,402000 ,2006KW02,
3132,402000 ,2006KW03,
3133,402000 ,2006KW04,
3134,402000 ,2006JJ00,
